x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.5588586330413818,0.7795236110687256,-1.0267959851262276e-06,0.6318320631980896,0.8126933574676514,-0.05321808159351349,0.6795544624328613,0.8777037858963013,-0.10350113362073898,0.690049946308136,0.9530196189880371,-0.14382609724998474,0.678414523601532,1.0085119009017944,-0.1867448091506958,0.6805314421653748,0.7709376811981201,-0.14123623073101044,0.7044058442115784,0.9483680725097656,-0.18829330801963806,0.697080671787262,1.0714757442474365,-0.21158045530319214,0.6880047917366028,1.1510725021362305,-0.22482769191265106,0.624559760093689,0.7602157592773438,-0.13503654301166534,0.6314822435379028,0.9612587690353394,-0.16954219341278076,0.6240816116333008,1.1004966497421265,-0.1806984394788742,0.6145579814910889,1.1860460042953491,-0.19563724100589752,0.5611253380775452,0.7800378799438477,-0.1263211965560913,0.5630831718444824,0.9742506742477417,-0.16096161305904388,0.5653293132781982,1.0996142625808716,-0.16700801253318787,0.5611503720283508,1.1739346981048584,-0.17543137073516846,0.4999801516532898,0.8177094459533691,-0.1197604313492775,0.5006358027458191,0.9909815192222595,-0.14796467125415802,0.5036038756370544,1.0997180938720703,-0.1483994424343109,0.5017367005348206,1.1672872304916382,-0.15037593245506287,COPY
0.6073461771011353,0.9871056079864502,-1.0255082543153549e-06,0.5351237058639526,0.9531997442245483,-0.028931712731719017,0.4598251283168793,0.8486602902412415,-0.04883064329624176,0.459247887134552,0.7394259572029114,-0.07069849222898483,0.5221287608146667,0.7306919097900391,-0.0864529237151146,0.49942317605018616,0.6441699862480164,-0.016193898394703865,0.47694796323776245,0.5788027048110962,-0.06012598052620888,0.48977044224739075,0.710493803024292,-0.07961660623550415,0.5064387917518616,0.7514556646347046,-0.08876658231019974,0.5563307404518127,0.637692928314209,-0.023883258923888206,0.5363978743553162,0.5709022283554077,-0.07155513763427734,0.5452765226364136,0.7251446843147278,-0.07355564832687378,0.5562989115715027,0.7598508596420288,-0.0633021667599678,0.6135942935943604,0.643846333026886,-0.03947620466351509,0.5958401560783386,0.572460412979126,-0.08664140850305557,0.5988481044769287,0.7237510085105896,-0.06603044271469116,0.6086335182189941,0.7652422785758972,-0.03914560005068779,0.6738595366477966,0.6650398969650269,-0.05846453085541725,0.6531822085380554,0.5867916941642761,-0.07958028465509415,0.6470087766647339,0.6877548098564148,-0.0590706504881382,0.6530985832214355,0.7265183329582214,-0.03769134357571602,COPY
0.6119239926338196,0.9482886791229248,-7.067670821925276e-07,0.5386872291564941,0.9145274758338928,-0.022770419716835022,0.4635349214076996,0.812396228313446,-0.034767117351293564,0.4527243375778198,0.6937752366065979,-0.049879129976034164,0.5124072432518005,0.6490684747695923,-0.05741352215409279,0.4927935302257538,0.6121330261230469,0.011840366758406162,0.46708881855010986,0.5323671698570251,-0.029473716393113136,0.48499104380607605,0.653545618057251,-0.05066161975264549,0.5021659135818481,0.7027265429496765,-0.05865950137376785,0.5451981425285339,0.5926579833030701,0.005838429089635611,0.5203526616096497,0.5176117420196533,-0.03473677113652229,0.5378920435905457,0.6701432466506958,-0.03595765680074692,0.5545952916145325,0.7075356245040894,-0.023571470752358437,0.5999189019203186,0.5885782241821289,-0.00985540822148323,0.5791921615600586,0.5120913982391357,-0.051126863807439804,0.5854908227920532,0.6606637239456177,-0.03147502243518829,0.5995922684669495,0.7047167420387268,-0.003868847619742155,0.6608118414878845,0.6001735329627991,-0.028708171099424362,0.6389317512512207,0.5205259919166565,-0.047340597957372665,0.6330488920211792,0.6205639839172363,-0.028653452172875404,0.6395879983901978,0.6632697582244873,-0.0068944296799600124,COPY
0.6081318855285645,0.9059060215950012,-6.911060950187675e-07,0.5318421721458435,0.8626508712768555,-0.02235751412808895,0.46067214012145996,0.7638668417930603,-0.03794287517666817,0.45496129989624023,0.650172233581543,-0.05762193351984024,0.5166041851043701,0.6000018119812012,-0.07068543136119843,0.4868721663951874,0.5705856084823608,0.006945041939616203,0.45861852169036865,0.486986368894577,-0.037156932055950165,0.4759467840194702,0.5974543690681458,-0.05872605741024017,0.49302393198013306,0.6521813869476318,-0.065837562084198,0.5383174419403076,0.5505751371383667,-0.0005821454687975347,0.5137483477592468,0.4786558151245117,-0.04495435953140259,0.5320141315460205,0.6259343028068542,-0.04890159144997597,0.5467141270637512,0.6661673784255981,-0.03791513293981552,0.5925885438919067,0.5439769625663757,-0.01723841205239296,0.5693687200546265,0.46931713819503784,-0.06182144582271576,0.5785818099975586,0.6193903684616089,-0.04394727945327759,0.5920051336288452,0.6689660549163818,-0.01656471937894821,0.6521905660629272,0.5524520874023438,-0.03672930225729942,0.6284307241439819,0.47140803933143616,-0.057025160640478134,0.6252301335334778,0.5718721747398376,-0.03826335445046425,0.6326309442520142,0.6178240180015564,-0.015815062448382378,COPY
0.6052646636962891,0.8899908661842346,-7.24205222013552e-07,0.5324946641921997,0.8530532717704773,-0.023729495704174042,0.45775526762008667,0.7501220107078552,-0.037792909890413284,0.4510783553123474,0.6283960938453674,-0.05541599914431572,0.5099022388458252,0.5844649076461792,-0.06669733673334122,0.48468124866485596,0.5606991648674011,0.0038340790197253227,0.45815467834472656,0.47924143075942993,-0.039879824966192245,0.4769493341445923,0.5947508811950684,-0.061543554067611694,0.4956992268562317,0.6355618834495544,-0.07016436010599136,0.5362687706947327,0.5402881503105164,-0.0031427228823304176,0.5131034851074219,0.458240807056427,-0.0483209602534771,0.528374433517456,0.6063197255134583,-0.0511787086725235,0.5442959070205688,0.6402106285095215,-0.039545509964227676,0.5901284217834473,0.5329243540763855,-0.01917368918657303,0.5693487524986267,0.4483797252178192,-0.06409765779972076,0.5759480595588684,0.5982315540313721,-0.044911760836839676,0.5898749232292175,0.6422134041786194,-0.017003098502755165,0.6492377519607544,0.5387912392616272,-0.03834325447678566,0.627363383769989,0.4538826644420624,-0.05873916670680046,0.621886670589447,0.5533862709999084,-0.039908505976200104,0.6291621923446655,0.5962021946907043,-0.017992263659834862,COPY
0.6014551520347595,0.8610273599624634,-7.004103395047423e-07,0.5259456634521484,0.8203414082527161,-0.024379746988415718,0.45432645082473755,0.7172099351882935,-0.03913731500506401,0.44813117384910583,0.5985528826713562,-0.05754224210977554,0.5109164714813232,0.5506351590156555,-0.06932549178600311,0.47819197177886963,0.5284647345542908,0.007486478425562382,0.452643483877182,0.44954976439476013,-0.038085971027612686,0.47300416231155396,0.5642999410629272,-0.06157378852367401,0.4912535548210144,0.6114368438720703,-0.0703418031334877,0.5298610329627991,0.5060672163963318,0.0009109533857554197,0.507745623588562,0.43179014325141907,-0.04514608159661293,0.5274145603179932,0.5828360915184021,-0.048788703978061676,0.5434240102767944,0.6215295195579529,-0.036923814564943314,0.5846514701843262,0.4985947012901306,-0.01537929568439722,0.5639120936393738,0.4220214784145355,-0.061166126281023026,0.5731754302978516,0.573849618434906,-0.04300948977470398,0.586977481842041,0.6216353178024292,-0.014870032668113708,0.6446802020072937,0.506111741065979,-0.03482336923480034,0.6222202181816101,0.4251899719238281,-0.05558130890130997,0.6182281970977783,0.5258135795593262,-0.03719706833362579,0.6253342628479004,0.5704848766326904,-0.01490844041109085,COPY
0.5981462597846985,0.844179630279541,-7.100366588019824e-07,0.5246581435203552,0.8055964112281799,-0.026357106864452362,0.45352864265441895,0.7003836035728455,-0.04208596423268318,0.44339045882225037,0.5767356753349304,-0.06141422316431999,0.5030125379562378,0.5236269235610962,-0.07394380867481232,0.48029962182044983,0.5221338272094727,0.0025818597059696913,0.4516361355781555,0.4314882159233093,-0.04451814293861389,0.4722646176815033,0.5485343337059021,-0.06731634587049484,0.49291321635246277,0.59153151512146,-0.0752405971288681,0.5303897857666016,0.5010151863098145,-0.003047412261366844,0.5077605843544006,0.411974161863327,-0.05115913972258568,0.5241280198097229,0.5626115798950195,-0.05398188531398773,0.5398054718971252,0.6000198721885681,-0.04095376655459404,0.5831412672996521,0.49259400367736816,-0.018376966938376427,0.562326967716217,0.4003504812717438,-0.06540520489215851,0.5690720081329346,0.5526853799819946,-0.04638697952032089,0.5829805731773376,0.6024563908576965,-0.017165854573249817,0.6411161422729492,0.49605944752693176,-0.03706633299589157,0.6193130016326904,0.40519097447395325,-0.05820462107658386,0.6144983768463135,0.50238436460495,-0.040067847818136215,0.6223269701004028,0.5481884479522705,-0.017835579812526703,COPY
0.5956252813339233,0.8184259533882141,-6.72411829327757e-07,0.5231725573539734,0.7776976823806763,-0.029022328555583954,0.45214956998825073,0.675925612449646,-0.04638546332716942,0.4416166841983795,0.555124044418335,-0.0666956678032875,0.5026887059211731,0.50313401222229,-0.08018552511930466,0.47718051075935364,0.5001313090324402,0.0005524797015823424,0.44969871640205383,0.416948139667511,-0.04723215848207474,0.47097882628440857,0.5336260199546814,-0.0705498531460762,0.49215543270111084,0.5722047090530396,-0.07911375164985657,0.5276625752449036,0.47812604904174805,-0.0042445301078259945,0.5045292973518372,0.39023882150650024,-0.05365690961480141,0.5212287306785583,0.5394041538238525,-0.057057011872529984,0.5382113456726074,0.5752191543579102,-0.044237323105335236,0.5806668400764465,0.469968318939209,-0.01893928274512291,0.5594770908355713,0.38123685121536255,-0.06763233244419098,0.5661049485206604,0.5325528383255005,-0.04911687597632408,0.5806568264961243,0.5806258916854858,-0.0198359377682209,0.6387471556663513,0.4744245409965515,-0.03713105246424675,0.6158701777458191,0.3872655928134918,-0.05899108573794365,0.6101604104042053,0.4848714768886566,-0.04106330871582031,0.6176331043243408,0.5303870439529419,-0.018940674141049385,COPY
0.5940837860107422,0.7888064980506897,-6.660088729404379e-07,0.5216413140296936,0.7434262633323669,-0.02670254372060299,0.4534522294998169,0.6411733031272888,-0.042165983468294144,0.44260579347610474,0.5243183970451355,-0.06134627014398575,0.5020673274993896,0.47230005264282227,-0.07417521625757217,0.4779086709022522,0.4762515127658844,0.007648851256817579,0.45159217715263367,0.39136531949043274,-0.03851660341024399,0.4730100631713867,0.5036346912384033,-0.06187038868665695,0.4934481680393219,0.5490901470184326,-0.06996230036020279,0.5270163416862488,0.45149746537208557,0.0023433470632880926,0.5048747062683105,0.3651863634586334,-0.04540172964334488,0.5223873257637024,0.5117336511611938,-0.050287190824747086,0.5395423769950867,0.5541794300079346,-0.03829365596175194,0.5793392062187195,0.44158419966697693,-0.01289952453225851,0.5578737854957581,0.3566054403781891,-0.060659050941467285,0.5653586387634277,0.5061262845993042,-0.04429273679852486,0.5801569223403931,0.5601387023925781,-0.016108060255646706,0.6368009448051453,0.4463381767272949,-0.03135596588253975,0.61252361536026,0.36198344826698303,-0.053322188556194305,0.6081353425979614,0.4593236744403839,-0.03645879402756691,0.6167598366737366,0.508455753326416,-0.014750382862985134,COPY
0.5927038192749023,0.752590000629425,-6.921099497958494e-07,0.5199065208435059,0.7109710574150085,-0.02012699469923973,0.45348066091537476,0.6083143949508667,-0.032536815851926804,0.44975942373275757,0.49199822545051575,-0.05001965910196304,0.5060597062110901,0.4372534453868866,-0.062148742377758026,0.47752058506011963,0.44839218258857727,0.012234850786626339,0.4530140161514282,0.36072275042533875,-0.03153582662343979,0.47304201126098633,0.4704349935054779,-0.05428584665060043,0.4917236268520355,0.5191788077354431,-0.062078043818473816,0.5253238677978516,0.42403751611709595,0.004507977981120348,0.5048174262046814,0.3366621732711792,-0.04025180637836456,0.5228270292282104,0.48039156198501587,-0.0458577498793602,0.5381944179534912,0.5249609351158142,-0.035232651978731155,0.5765974521636963,0.4117693305015564,-0.012274740263819695,0.5554328560829163,0.32357659935951233,-0.05714986100792885,0.5650181174278259,0.4709276258945465,-0.041499800980091095,0.5791242122650146,0.5270350575447083,-0.014820887707173824,0.6331855058670044,0.41269493103027344,-0.03163773939013481,0.6091811656951904,0.3269709646701813,-0.05255893990397453,0.6068670153617859,0.4237911105155945,-0.03578450158238411,0.6157627701759338,0.4730859100818634,-0.014555104076862335,COPY
